Surrogate code,Study Area,XRF_Setting,Sample_Type,Source_Zone,Source_Specific,Sample_ID,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Si_ppm,Ti_ppm,Al_ppm,Fe_ppm,Mn_ppm,Mg_ppm,Ca_ppm,Na_ppm,K_ppm,Bag_Info
Suco2014476,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 006,194.7,30.5,38.1,131.7,10.8,,,,,,,,,,
Suco2014477,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 007a,180.3,22.6,31.0,130.6,10.7,,,,,,,,,,
Suco2014478,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 007c,206.7,28.8,36.7,136.5,8.1,,,,,,,,,,
Suco2014479,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 008a,203.8,34.1,36.7,152.6,11.5,,,,,,,,,,
Suco2014480,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 008c,195.1,27.0,34.2,133.7,9.0,,,,,,,,,,
Suco2014481,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 009,223.7,30.2,31.6,136.0,8.2,,,,,,,,,,
Suco2014482,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 010,193.8,23.0,35.9,137.0,8.3,,,,,,,,,,
Suco2014483,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 012,220.3,26.2,38.5,138.9,6.2,,,,,,,,,,
Suco2014484,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 014c,210.4,31.6,34.8,141.5,8.4,,,,,,,,,,
Suco2014485,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 014f,193.1,29.2,40.7,142.9,9.4,,,,,,,,,,
Suco2014486,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 014g,194.7,32.2,31.3,143.2,8.5,,,,,,,,,,
Suco2014487,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 014p,195.4,33.4,29.9,137.5,9.8,,,,,,,,,,
Suco2014488,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 015,189.7,26.2,34.5,127.3,11.2,,,,,,,,,,
Suco2014489,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 016,198.8,27.5,39.4,140.7,8.5,,,,,,,,,,
Suco2014490,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 019,218.2,28.2,30.2,137.7,7.8,,,,,,,,,,
Suco2014491,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 021,187.0,24.4,35.4,128.7,8.3,,,,,,,,,,
Suco2014492,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 025,212.5,26.1,35.8,139.6,11.3,,,,,,,,,,
Suco2014493,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 027,209.1,33.4,36.6,153.1,9.9,,,,,,,,,,
Suco2014494,Mt Wellington,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,MW 029,204.7,35.1,30.8,140.5,6.5,,,,,,,,,,
Suco2014495,Pouerua,Green filter 40kv 8ma,Artefact,Mayor Island,Mayor Island,NAP11_26,147.0,9.6,106.9,1174.6,90.3,,,,,,,,,,N15/5;Area_I;<40mm²;Art#538;16_I_84
Suco2014496,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_27,714.5,6.2,187.9,2158.0,282.8,,,,,,,,,,N15/5;<10mm²;Area_I;Art#653;14_I_84
Suco2014497,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_28,570.5,8.8,171.9,1880.5,251.6,,,,,,,,,,N15/5;<10mm²;Area_I;Art#62;9_I_84
Suco2014498,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_29,663.8,8.8,202.9,2204.2,280.7,,,,,,,,,,N15/5;<10mm²;Area_I;Art#18;9_I_84
Suco2014499,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_30,706.2,8.6,210.2,2355.9,299.0,,,,,,,,,,N15/5;<10mm²;Area_I;Art#10;9_I_84
Suco2014500,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_31,687.0,10.3,195.9,2183.4,273.1,,,,,,,,,,N15/5;<10mm²;Area_I;Art#34;9_I_84
Suco2014501,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_32,601.2,11.2,131.5,1721.2,211.4,,,,,,,,,,N15/5;<10mm²;Area_I;Art#57;9_I_84
Suco2014502,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_33,568.2,8.2,145.2,1679.5,206.6,,,,,,,,,,N15/5;<10mm²;Area_I;Art#59;9_I_84
Suco2014503,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_34,571.3,9.9,136.7,1537.3,202.4,,,,,,,,,,N15/5;<10mm²;Area_I;Art#58;9_I_84
Suco2014504,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_35,657.4,8.2,198.6,2286.5,303.9,,,,,,,,,,N15/5;<10mm²;Area_I;Art#60;9_I_84
Suco2014505,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_36,568.7,13.4,143.3,1616.0,220.1,,,,,,,,,,N15/5;<10mm²;Area_I;Art#61;9_I_84
Suco2014506,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_37,705.3,7.5,188.8,2279.4,296.5,,,,,,,,,,N15/5;<10mm²;Area_I;Art#196;10_I_84
Suco2014507,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_38,675.9,10.4,194.7,2290.5,308.5,,,,,,,,,,N15/5;<10mm²;Area_I;Art#226;10_I_84
Suco2014508,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_39,681.5,7.3,211.1,2407.6,330.4,,,,,,,,,,N15/5;<10mm²;Area_I;Art#261;10_I_84
Suco2014509,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_40,679.9,6.4,216.8,2385.7,313.9,,,,,,,,,,N15/5;<10mm²;Area_I;Art#282;11_I_84
Suco2014510,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_42,674.7,11.1,207.9,2351.1,312.1,,,,,,,,,,N15/5;<10mm²;Area_I;Art#43;9_I_84
Suco2014511,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_43,725.3,9.3,223.2,2484.3,314.2,,,,,,,,,,N15/5;<10mm²;Area_I;Art#550;16_I_84
Suco2014512,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_44,745.2,11.1,214.7,2444.4,321.5,,,,,,,,,,N15/5;<10mm²;Area_I;Art#1003;29_I_84
Suco2014513,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_45,753.6,7.4,209.3,2383.7,325.7,,,,,,,,,,N15/5;<10mm²;Area_I;Art#646;17_I_84
Suco2014514,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_46,663.0,8.9,211.3,2295.5,307.5,,,,,,,,,,N15/5;<10mm²;Area_I;Art#659;17_I_84
Suco2014515,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_47,780.6,11.8,241.7,2560.6,325.4,,,,,,,,,,N15/5;<10mm²;Area_I;Art#658;17_I_84
Suco2014516,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_49,683.1,9.8,205.4,2217.6,293.1,,,,,,,,,,N15/5;<10mm²;Area_I;Art#654;17_I_84
Suco2014517,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_50,742.6,8.2,231.8,2537.1,361.2,,,,,,,,,,N15/5;<10mm²;Area_I;Art#652;17_I_84
Suco2014518,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_51,620.6,9.7,170.8,1936.7,249.0,,,,,,,,,,N15/5;<10mm²;Area_I;Art#649;17_I_84
Suco2014519,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_52,705.2,8.7,188.1,2166.3,287.5,,,,,,,,,,N15/5;<10mm²;Area_I;Art#643;17_I_84
Suco2014520,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_53,707.3,10.0,206.4,2336.2,312.2,,,,,,,,,,N15/5;<10mm²;Area_I;Art#641;17_I_84
Suco2014521,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_54,681.6,10.3,226.3,2372.2,313.3,,,,,,,,,,N15/5;<10mm²;Area_I;Art#635;17_I_84
Suco2014522,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_55,682.2,9.1,153.5,1902.0,243.5,,,,,,,,,,N15/5;<10mm²;Area_I;Art#624;17_I_84
Suco2014523,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_56,725.5,8.0,223.5,2494.3,324.1,,,,,,,,,,N15/5;<10mm²;Area_I;Art#599;17_I_84
Suco2014524,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_57,747.5,9.9,219.1,2442.7,307.4,,,,,,,,,,N15/5;<10mm²;Area_I;Art#530;16_I_84
Suco2014525,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_58,690.4,11.6,224.7,2450.4,334.7,,,,,,,,,,N15/5;<10mm²;Area_I;Art#534;16_I_84
Suco2014526,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_59,720.8,7.9,227.9,2357.6,301.2,,,,,,,,,,N15/5;<10mm²;Area_I;Art#512;16_I_84
Suco2014527,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_60,751.5,7.3,222.2,2453.6,312.6,,,,,,,,,,N15/5;<10mm²;Area_I;Art#436;12_I_84
Suco2014528,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_61,648.0,12.5,215.8,2405.4,319.7,,,,,,,,,,N15/5;<10mm²;Area_I;Art#421;12_I_84
Suco2014529,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_62,660.7,7.6,190.5,2019.9,252.4,,,,,,,,,,N15/5;<10mm²;Area_I;Art#412;12_I_84
Suco2014530,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_63,791.9,8.7,211.9,2571.3,322.4,,,,,,,,,,N15/5;<10mm²;Area_I;Art#354;12_I_84
Suco2014531,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_64,609.7,7.5,193.4,2195.5,314.0,,,,,,,,,,N15/5;<20mm²;Area_I;SLB_I;Art#914;25_I_84
Suco2014532,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Te Ahumata,NAP11_65,204.4,27.6,36.1,137.1,9.0,,,,,,,,,,N15/5;<20mm²;Area_I;Te_Ahumata;Art#38;9_I_84
Suco2014533,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_66,618.1,8.6,192.5,2227.1,297.6,,,,,,,,,,N15/5;<40mm²;Area_I;SLB_I;Art#1000;26_I_84
Suco2014534,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_67,670.5,5.0,206.5,2361.1,319.3,,,,,,,,,,N15/5;<20mm²;Area_I;NW_EXT;#99001;18_12_84;FST;1
Suco2014535,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_68,579.8,21.7,193.7,2147.3,288.1,,,,,,,,,,N15/5;<20mm²;Area_I;#99001;SC;Art#495;16_1_84
Suco2014536,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_69,656.4,6.7,210.1,2360.3,312.5,,,,,,,,,,N15/5;<20mm²;Area_I;Art#435;12_1_84
Suco2014537,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_70,722.0,8.9,221.5,2419.4,332.3,,,,,,,,,,N15/5;<20mm²;Area_I;Art#633;14_1_84
Suco2014538,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_71,616.7,6.4,189.7,2227.9,306.9,,,,,,,,,,N15/5;<20mm²;Area_I;Art#195;10_1_84
Suco2014539,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_72,725.9,7.1,225.9,2470.7,314.4,,,,,,,,,,N15/5;<10mm²;Area_I;SBL_I;Art#988;26_1_84;#99988;SC
Suco2014540,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_73,760.0,9.1,217.9,2530.2,333.8,,,,,,,,,,N15/5;<10mm²;Area_I;SBL_I;Art#869;24_1_84
Suco2014541,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_74,641.6,8.7,203.1,2242.6,299.4,,,,,,,,,,N15/5;<10mm²;Area_I;SBL_I;Art#983;26_1_84
Suco2014542,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_75,728.6,6.8,212.0,2394.4,309.4,,,,,,,,,,N15/5;<10mm²;Area_I;SBL_I;Art#844;24_1_84
Suco2014543,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_77,650.8,8.2,195.6,2349.4,308.4,,,,,,,,,,N15/5;<10mm²;Area_I;SBL_I;Art#707;23_1_84
Suco2014544,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_78,726.7,9.5,217.9,2450.9,318.6,,,,,,,,,,N15/5;<10mm²;Area_I;SBL_I;Art#776;24_1_84
Suco2014545,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_79,778.4,8.3,236.6,2622.9,342.9,,,,,,,,,,N15/5;<10mm²;Area_I;SBL_I;Art#777;24_1_84
Suco2014546,Pouerua,Green filter 40kv 8ma,Artefact,Mayor Island,Mayor Island,NAP11_80,155.4,13.4,97.7,1100.2,78.1,,,,,,,,,,N15/5;<30mm²;Area_I;Art#549;16_1_84
Suco2014547,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_81,709.7,7.3,215.4,2510.0,339.2,,,,,,,,,,N15/5;<20mm²;Area_I;SBL_I;Art#894;24_1_84
Suco2014548,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_82,657.1,9.2,195.8,2287.2,312.5,,,,,,,,,,N15/5;<20mm²;Area_I;SBL_I;Art#859;24_1_84
Suco2014549,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_83,664.8,9.3,201.3,2233.1,298.2,,,,,,,,,,N15/5;<20mm²;Area_I;SBL_I;Art#887;24_1_84
Suco2014550,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_84,696.4,8.2,206.4,2436.3,337.1,,,,,,,,,,N15/5;<20mm²;Area_I;SBL_I;Art#882;24_1_84
Suco2014551,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_85,649.2,8.9,205.1,2285.7,309.1,,,,,,,,,,N15/5;<20mm²;Area_I;SBL_I;Art#860;24_1_84
Suco2014552,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_86,763.0,7.9,225.8,2588.5,348.1,,,,,,,,,,N15/5;<20mm²;Area_I;SBL_I;Art#906;24_1_84
Suco2014553,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_87,627.5,8.7,197.6,2329.8,314.7,,,,,,,,,,N15/5;<20mm²;Area_I;SBL_I;Art#706;23_1_84
Suco2014554,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_88,704.7,6.1,217.7,2424.6,307.1,,,,,,,,,,N15/5;<20mm²;Area_I;SBL_I;Art#921;25_1_84
Suco2014555,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_89,647.7,5.9,211.0,2271.9,309.0,,,,,,,,,,N15/5;<20mm²;Area_I;Art#437;12_1_84
Suco2014556,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_90,614.9,7.5,213.3,2280.1,316.6,,,,,,,,,,N15/5;<20mm²;Area_I;Art#640;17_1_84;#99640;SC
Suco2014557,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_91,702.1,5.9,223.1,2472.7,339.0,,,,,,,,,,N15/5;<20mm²;Area_I;Art#1101;31_1_84
Suco2014558,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_92,647.9,7.8,196.3,2316.7,322.2,,,,,,,,,,N15/5;<20mm²;Area_I;Art#677;17_1_84
Suco2014559,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_93,691.2,7.6,215.5,2374.5,317.8,,,,,,,,,,N15/5;<20mm²;Area_I;Art#533;16_1_84
Suco2014560,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_94,705.7,7.0,218.0,2517.7,339.9,,,,,,,,,,N15/5;<20mm²;Area_I;Art#634;17_1_84
Suco2014561,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_95,610.2,9.1,193.8,2277.1,311.3,,,,,,,,,,N15/5;<20mm²;Area_I;Art#537;16_1_84;#99537;SC
Suco2014562,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_96,703.1,8.0,213.8,2415.3,333.6,,,,,,,,,,N15/5;<20mm²;Area_I;Art#526;16_1_84
Suco2014563,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_97,674.1,9.3,194.5,2294.2,318.5,,,,,,,,,,N15/5;<20mm²;Area_I;Art#1102;31_1_84
Suco2014564,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_98,695.6,10.4,211.0,2443.1,328.9,,,,,,,,,,N15/5;<20mm²;Area_I;Art#414;12_1_84;#99414;SC
Suco2014565,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_99,685.0,9.1,223.6,2425.4,335.3,,,,,,,,,,N15/5;<20mm²;Area_I;Art#1030;1_2_84
Suco2014566,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_100,670.8,9.6,224.7,2458.5,324.7,,,,,,,,,,N15/5;<20mm²;Area_I;Art#1027;31_1_84
Suco2014567,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_101,715.2,9.6,222.5,2504.7,338.8,,,,,,,,,,N15/5;<20mm²;Area_I;Art#451;16_1_84;#99451;SC
Suco2014568,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_102,652.1,7.7,206.9,2296.5,316.4,,,,,,,,,,N15/5;<20mm²;Area_I;Art#288;11_1_84
Suco2014569,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_103,614.1,9.9,210.2,2289.4,303.7,,,,,,,,,,N15/5;<20mm²;Area_I;Art#91;9_1_84
Suco2014570,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_104,700.8,6.3,219.7,2518.3,335.0,,,,,,,,,,N15/5;<20mm²;Area_I;Art#270;10_1_84
Suco2014571,Pouerua,Green filter 40kv 8ma,Artefact,Mayor Island,Mayor Island,NAP11_105,125.4,8.9,95.2,1063.0,87.6,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#548;16_1_84
Suco2014572,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_106,681.0,8.9,216.2,2410.4,328.7,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#981;25_1_84
Suco2014573,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_107,675.4,9.6,220.6,2432.4,329.4,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#916;25_1_84
Suco2014574,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_108,656.8,7.4,215.0,2391.0,334.0,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#915;25_1_84
Suco2014575,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_109,650.6,10.4,217.8,2326.6,329.6,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#905;24_1_84
Suco2014576,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_110,623.5,5.8,198.5,2308.5,302.7,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#999;26_1_84
Suco2014577,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_111,693.5,8.9,202.0,2377.7,320.0,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#857;24_1_84
Suco2014578,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_112,644.5,8.6,212.0,2362.4,327.5,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#1006;29_1_84
Suco2014579,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_113,633.0,8.6,207.0,2395.6,314.3,,,,,,,,,,N15/5;<30mm²;Area_I;SBL_I;Art#891;24_1_84
Suco2014580,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_114,636.3,9.8,198.4,2316.7,304.6,,,,,,,,,,N15/5;<40mm²_and_<70mm²;Area_I;Art#286;11_1_84;#99286;SC
Suco2014581,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_115,643.2,10.0,192.3,2304.0,315.0,,,,,,,,,,N15/5;<40mm²_and_<70mm²;Area_I;Art#408;12_1_84
Suco2014582,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_116,667.7,9.9,220.7,2454.6,335.4,,,,,,,,,,N15/5;<40mm²_and_<70mm²;Area_I;Art#605;17_1_84
Suco2014583,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_117,677.6,9.5,214.4,2341.9,312.4,,,,,,,,,,N15/5;<40mm²_and_<70mm²;Area_I;Art#542;16_1_84
Suco2014584,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_118,642.8,9.5,202.8,2332.3,316.0,,,,,,,,,,N15/5;<40mm²_and_<70mm²;Area_I;Art#290;11_1_84;#99290;SC
Suco2014585,Pouerua,Green filter 40kv 8ma,Artefact,Mayor Island,Mayor Island,NAP11_119,177.6,24.3,106.7,1079.9,87.6,,,,,,,,,,N15/5;<40mm²;Area_I;SBL_I;Art#845;24_1_84
Suco2014586,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_120,722.2,8.0,221.9,2506.8,333.8,,,,,,,,,,N15/5;<30mm²;Area_I;Art#63;9_1_84
Suco2014587,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_121,648.0,10.0,210.2,2351.0,326.3,,,,,,,,,,N15/5;<30mm²;Area_I;Art#213;10_1_84
Suco2014588,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_122,636.2,10.0,200.0,2298.2,321.7,,,,,,,,,,N15/5;<30mm²;Area_I;Art#1013;31_1_84
Suco2014589,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_123,645.1,6.5,204.1,2321.8,301.5,,,,,,,,,,N15/5;<30mm²;Area_I;Art#1031;1_2_84
Suco2014590,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_124,635.9,8.5,201.0,2300.1,317.7,,,,,,,,,,N15/5;<30mm²;Area_I;Art#509;16_1_84;#99509;SC
Suco2014591,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_125,630.2,7.7,196.2,2209.7,304.6,,,,,,,,,,N15/5;<30mm²;Area_I;Art#109;9_1_84
Suco2014592,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_126,628.5,8.9,193.0,2174.3,279.3,,,,,,,,,,N15/5;<30mm²;Area_I;Art#1;9_1_84
Suco2014593,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_127,684.7,8.6,206.4,2403.7,322.8,,,,,,,,,,N15/5;<30mm²;Area_I;Art#64;9_1_84;#99064;SC
Suco2014594,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_128,670.5,9.8,215.2,2431.3,335.7,,,,,,,,,,N15/5;<30mm²;Area_I;Art#36;9_1_84
Suco2014595,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_129,644.6,7.2,217.5,2417.1,327.3,,,,,,,,,,N15/5;<30mm²;Area_I;Art#42;9_1_84
Suco2014596,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_130,136.4,37.7,36.6,179.8,8.6,,,,,,,,,,N15/5;Area_II;Quad_D;<30mm²;No640;6_12_84
Suco2014597,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_131,698.7,9.6,213.4,2431.0,318.1,,,,,,,,,,N15/5;Area_II;Quad_D;<30mm²;No270;3_12_84
Suco2014598,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_132,624.1,6.5,191.5,2193.0,294.8,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No1166;18_12_84
Suco2014599,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_133,174.6,50.5,41.9,188.9,13.5,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No827;12_12_84
Suco2014600,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_134,660.6,11.0,203.8,2273.6,294.1,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No934;13_12_84
Suco2014601,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_135,676.1,9.9,226.6,2395.2,302.6,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No1136;7_1_85
Suco2014602,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_136,753.6,9.3,239.5,2553.4,327.6,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No427;4_12_84
Suco2014603,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_137,671.4,9.1,211.7,2339.5,312.8,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No1120;17_10_84
Suco2014604,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_138,769.9,5.6,227.7,2519.9,323.7,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No299;3_12_84
Suco2014605,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_139,157.1,41.6,41.1,177.7,11.9,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No296;3_12_84
Suco2014606,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_140,684.1,8.5,219.7,2420.1,326.3,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No499;4_12_84
Suco2014607,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_141,658.1,9.9,209.9,2306.5,315.5,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No489;4_12_84
