Surrogate code,Study Area,XRF_Setting,Sample_Type,Source_Zone,Source_Specific,Sample_ID,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Si_ppm,Ti_ppm,Al_ppm,Fe_ppm,Mn_ppm,Mg_ppm,Ca_ppm,Na_ppm,K_ppm,Bag_Info
Suco2014928,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_481,644.1,8.4,206.2,2342.6,310.7,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1169;12_2_85
Suco2014929,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_482,596.6,8.2,199.1,2238.2,304.7,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1168;12_2_85
Suco2014930,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_483,655.5,7.2,200.2,2281.4,312.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1155;12_2_85
Suco2014931,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_484,683.1,7.1,210.4,2440.2,323.5,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1130;12_2_85
Suco2014932,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_485,691.1,8.5,215.1,2398.5,314.8,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1121;11_2_85
Suco2014933,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_486,640.9,7.0,197.3,2287.3,306.2,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1106;11_2_85
Suco2014934,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_487,139.3,34.0,37.8,172.8,11.2,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1101;11_2_85
Suco2014935,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_488,668.2,8.0,210.2,2446.0,319.6,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1076;11_2_85
Suco2014936,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_489,140.8,35.4,38.1,174.6,13.4,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1075;11_2_85
Suco2014937,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_490,648.3,9.6,209.3,2305.7,313.6,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1059;11_2_85
Suco2014938,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_491,670.3,8.5,215.0,2424.8,323.9,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1057;11_2_85
Suco2014939,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_492,161.5,42.6,35.8,177.2,11.1,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1055;11_2_85
Suco2014940,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_493,152.8,39.9,34.3,167.0,12.5,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1054;11_2_85
Suco2014941,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_494,668.8,9.0,217.4,2445.4,340.1,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1035
Suco2014942,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_495,649.4,9.9,198.0,2327.0,329.4,,,,,,,,,,N15/5;Marae_house;Quad_B;No.950
Suco2014943,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_496,662.7,8.3,214.2,2433.7,325.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1010
Suco2014944,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_497,684.2,10.4,213.6,2361.2,327.8,,,,,,,,,,N15/5;Marae_house;Quad_B;No.998
Suco2014945,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_498,624.5,7.5,198.7,2302.7,312.6,,,,,,,,,,N15/5;Marae_house;Quad_B;No.993
Suco2014946,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_499,730.8,9.1,223.2,2416.6,323.8,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1001
Suco2014947,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_500,722.3,6.4,219.1,2377.3,316.7,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1007
Suco2014948,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_501,671.2,9.8,207.9,2305.6,305.2,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1000
Suco2014949,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_502,613.1,7.7,199.5,2256.6,300.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.896_(Probably_986_R.B.)
Suco2014950,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_503,642.9,10.9,201.1,2301.0,307.1,,,,,,,,,,N15/5;Marae_house;Quad_B;No.984
Suco2014951,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_504,656.5,7.6,206.5,2385.3,317.9,,,,,,,,,,N15/5;Marae_house;Quad_B;No.975
Suco2014952,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_505,678.5,8.0,217.2,2369.7,321.3,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1029
Suco2014953,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_506,656.3,7.7,201.4,2357.8,319.5,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1014
Suco2014954,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_507,655.0,8.0,202.2,2306.7,303.1,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1009;11_2_85
Suco2014955,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_508,618.9,7.9,200.0,2183.9,303.3,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1003;11_2_85
Suco2014956,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_509,766.1,8.0,250.0,2511.1,327.8,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1004;11_2_85
Suco2014957,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_510,654.9,9.5,212.2,2341.6,314.2,,,,,,,,,,N15/5;Marae_house;Quad_B;No.997;11_2_85
Suco2014958,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_511,623.9,9.1,207.9,2286.6,297.4,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1002;11_2_85
Suco2014959,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_512,690.6,10.7,219.3,2425.5,325.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1012;11_2_85
Suco2014960,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_513,688.9,9.5,224.8,2401.9,336.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1013;11_2_85
Suco2014961,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_514,652.0,9.5,207.3,2274.3,304.8,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1015;11_2_85
Suco2014962,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_515,604.6,7.3,206.4,2244.4,303.1,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1018;11_2_85
Suco2014963,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_516,648.1,8.1,195.6,2076.6,270.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1017;11_2_85
Suco2014964,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_517,695.5,8.1,225.9,2448.7,325.5,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1016;11_2_85
Suco2014965,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_518,655.4,8.0,198.6,2310.7,309.2,,,,,,,,,,N15/5;Marae_house;Quad_B;No.1019;11_2_85
Suco2014966,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_519,648.6,8.7,206.2,2354.9,323.6,,,,,,,,,,N15/5;Marae_house;Quad_B;No.994;11_2_85
Suco2014967,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_521,589.9,6.4,188.9,2136.4,295.8,,,,,,,,,,N15/5;Marae_house;Quad_A;No.441;4_2_85
Suco2014968,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_522,665.6,6.9,202.7,2317.4,319.2,,,,,,,,,,N15/5;Marae_house;Quad_A;No.477;4_2_85
Suco2014969,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_523,671.9,6.0,220.6,2364.5,329.4,,,,,,,,,,N15/5;Marae_house;Quad_A;No.343;4_2_85
Suco2014970,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_524,570.7,7.6,186.4,2142.6,302.2,,,,,,,,,,N15/5;Marae_house;Quad_A;No.484;4_2_85
Suco2014971,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_525,124.8,34.3,34.7,155.2,9.7,,,,,,,,,,N15/5;Marae_house;Quad_A;No.494;4_2_85
Suco2014972,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_526,627.9,6.4,203.9,2334.4,302.8,,,,,,,,,,N15/5;Marae_house;Quad_A;No.323;1_2_85
Suco2014973,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_527,617.5,5.5,210.6,2201.5,305.8,,,,,,,,,,N15/5;Marae_house;Quad_A;No.153;1_2_85
Suco2014974,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_528,649.5,8.0,206.1,2335.6,317.6,,,,,,,,,,N15/5;Marae_house;Quad_A;No.173;1_2_85
Suco2014975,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_529,684.2,9.7,209.4,2381.9,316.9,,,,,,,,,,N15/5;Marae_house;Quad_A;No.175;1_2_85
Suco2014976,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_530,632.5,8.3,201.6,2228.8,292.1,,,,,,,,,,N15/5;Marae_house;Quad_A;No.329;1_2_85
Suco2014977,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_531,714.1,6.7,221.4,2360.3,319.1,,,,,,,,,,N15/5;Marae_house;Quad_A;No.192;1_2_85
Suco2014978,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_532,668.0,9.7,220.0,2498.3,331.2,,,,,,,,,,N15/5;Marae_house;Quad_A;No.328;1_2_85
Suco2014979,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_533,633.5,8.0,207.9,2271.4,307.1,,,,,,,,,,N15/5;Marae_house;Quad_A;No.327;1_2_85
Suco2014980,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_534,651.5,6.9,210.4,2332.9,320.9,,,,,,,,,,N15/5;Marae_house;Quad_A;No.326;1_2_85
Suco2014981,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_535,649.0,7.0,202.6,2270.1,301.7,,,,,,,,,,N15/5;Marae_house;Quad_A;No.325;1_2_85
Suco2014982,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_536,618.1,7.4,207.0,2293.3,320.4,,,,,,,,,,N15/5;Marae_house;Quad_A;No.300;1_2_85
Suco2014983,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_537,652.3,11.4,205.4,2318.6,298.7,,,,,,,,,,N15/5;Marae_house;Quad_A;No.81;30_1_85
Suco2014984,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_538,639.5,8.6,221.7,2317.2,312.4,,,,,,,,,,N15/5;Marae_house;Quad_A;No.86;30_1_85
Suco2014985,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_539,674.0,8.7,208.2,2450.9,334.4,,,,,,,,,,N15/5;Marae_house;Quad_A;No.76;30_1_85
Suco2014986,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_540,594.2,9.8,177.5,2140.8,289.5,,,,,,,,,,N15/5;Marae_house;Quad_A;No.75;30_1_85
Suco2014987,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_541,677.6,11.3,197.1,2240.2,302.9,,,,,,,,,,N15/5;Marae_house;Quad_A;No.65;30_1_85
Suco2014988,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_543,592.6,9.6,195.0,2134.1,289.5,,,,,,,,,,N15/5;Marae_house;Quad_A;No.62;30_1_85
Suco2014989,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_544,648.0,8.3,207.1,2373.5,331.4,,,,,,,,,,N15/5;Marae_house;Quad_A;No.48;30_1_85
Suco2014990,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_545,640.3,6.3,207.7,2268.8,297.9,,,,,,,,,,N15/5;Marae_house;Quad_A;No.35;30_1_85
Suco2014991,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_546,651.7,10.3,200.5,2359.3,307.3,,,,,,,,,,N15/5;Marae_house;Quad_A;No.19;30_1_85
Suco2014992,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_547,647.8,11.0,208.3,2337.8,304.9,,,,,,,,,,N15/5;Marae_house;Quad_B;No.910;11_2_85
Suco2014993,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_548,662.7,9.6,214.8,2383.4,320.5,,,,,,,,,,N15/5;Marae_house;Quad_B;No.903;11_2_85
Suco2014994,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_549,648.2,6.2,211.7,2396.2,321.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.922;11_2_85
Suco2014995,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_550,658.7,5.7,203.9,2304.3,312.3,,,,,,,,,,N15/5;Marae_house;Quad_B;No.915;11_2_85
Suco2014996,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_551,665.4,9.5,215.7,2372.4,330.4,,,,,,,,,,N15/5;Marae_house;Quad_B;No.914;11_2_85
Suco2014997,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_552,140.1,43.3,35.8,157.8,10.6,,,,,,,,,,N15/5;Marae_house;Quad_B;No.779;11_2_85
Suco2014998,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_553,579.0,8.3,183.9,2128.7,292.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.755;11_2_85
Suco2014999,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_554,690.3,6.3,227.3,2404.1,328.6,,,,,,,,,,N15/5;Marae_house;Quad_B;No.756;11_2_85
Suco20141000,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_555,598.1,10.7,194.5,2217.5,294.7,,,,,,,,,,N15/5;Marae_house;Quad_B;No.761;11_2_85
Suco20141001,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_556,601.3,7.2,201.0,2217.1,291.9,,,,,,,,,,N15/5;Marae_house;Quad_B;No.784;11_2_85
Suco20141002,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_557,611.8,7.4,194.4,2240.9,299.4,,,,,,,,,,N15/5;Marae_house;Quad_B;No.781;11_2_85
Suco20141003,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_558,665.0,8.4,216.3,2384.9,324.7,,,,,,,,,,N15/5;Marae_house;Quad_B;No.791;11_2_85
Suco20141004,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_559,619.2,5.5,204.4,2284.9,296.5,,,,,,,,,,N15/5;Marae_house;Quad_B;No.794;11_2_85
Suco20141005,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_560,651.2,8.0,200.1,2251.7,309.1,,,,,,,,,,N15/5;Marae_house;Quad_B;No.795;11_2_85
Suco20141006,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_561,637.5,8.0,205.4,2308.6,314.1,,,,,,,,,,N15/5;Marae_house;Quad_B;No.806;11_2_85
Suco20141007,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_562,627.5,7.0,198.5,2263.9,303.3,,,,,,,,,,N15/5;Marae_house;Quad_B;No.810;11_2_85
Suco20141008,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_563,621.4,9.0,199.9,2207.3,290.5,,,,,,,,,,N15/5;Marae_house;Quad_B;No.822;11_2_85
Suco20141009,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_564,619.5,9.1,189.9,2243.5,304.5,,,,,,,,,,N15/5;Marae_house;Quad_B;No.828;11_2_85
Suco20141010,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_565,677.9,10.9,218.0,2407.0,326.7,,,,,,,,,,N15/5;Marae_house;Quad_B;No.830;11_2_85
Suco20141011,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_566,652.1,6.2,223.2,2395.1,313.0,,,,,,,,,,N15/5;Marae_house;Quad_B;No.831;11_2_85
Suco20141012,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_567,652.3,7.1,209.1,2332.5,310.9,,,,,,,,,,N15/5;Marae_house;Quad_B;No.857;11_2_85
Suco20141013,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_568,630.4,9.3,201.8,2327.3,311.6,,,,,,,,,,N15/5;Marae_house;Quad_B;No.867;11_2_85
Suco20141014,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_569,702.5,9.2,220.9,2500.7,326.6,,,,,,,,,,N15/5;Marae_house;Quad_B;No.894;11_2_85
Suco20141015,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_570,659.9,8.6,203.1,2371.4,334.7,,,,,,,,,,N15/5;Marae_house;Quad_B;No.895;11_2_85
Suco20141016,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_571,627.5,9.0,199.4,2336.4,319.2,,,,,,,,,,N15/505;Area_4;No.203
Suco20141017,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_572,603.7,8.6,204.8,2244.5,317.5,,,,,,,,,,N15/505(NOK?);Area_4;No.230_B
Suco20141018,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_573,624.4,8.0,192.7,2230.0,296.1,,,,,,,,,,N15/505;Area_4;No.230_A
Suco20141019,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_574,661.0,7.4,210.2,2413.9,331.9,,,,,,,,,,N15/505;Area_4;No.212_B
Suco20141020,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_575,607.6,7.7,198.9,2172.1,291.6,,,,,,,,,,N15/505;Area_4;No.220_B
Suco20141021,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_576,639.7,5.4,207.7,2352.1,308.5,,,,,,,,,,N15/505;Area_4;No.241
Suco20141022,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_577,633.3,5.3,205.9,2312.5,299.9,,,,,,,,,,N15/505;Area_4;No.214
Suco20141023,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_578,664.4,10.1,208.8,2395.1,327.8,,,,,,,,,,N15/505;Area_4;No.91_A
Suco20141024,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_579,145.9,39.3,36.8,163.8,14.9,,,,,,,,,,N15/505;Area_4;No.91_B_Fanal
Suco20141025,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_580,724.8,8.6,217.5,2443.5,335.6,,,,,,,,,,N15/505;Area_4;No.88_A
Suco20141026,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_581,144.7,37.2,42.2,177.8,12.0,,,,,,,,,,N15/505;Area_4;No.88_B
Suco20141027,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_582,158.2,39.4,39.8,179.3,13.3,,,,,,,,,,N15/505;Area_5;No.49
Suco20141028,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Fanal Island,NAP11_583,202.3,40.6,41.9,262.2,9.0,,,,,,,,,,N15/505;Area_3;No.148
Suco20141029,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_584,646.4,11.7,207.2,2354.3,307.9,,,,,,,,,,N15/505;Area_5;No.34
Suco20141030,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_585,149.5,36.4,32.5,177.7,11.5,,,,,,,,,,N15/505;Area_3;No.100
Suco20141031,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Fanal Island,NAP11_586,198.4,38.7,39.2,262.1,8.3,,,,,,,,,,N15/505;Area_1;No.346
Suco20141032,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Fanal Island,NAP11_587,208.6,34.2,42.4,271.9,11.4,,,,,,,,,,N15/505;Area_3;No.29
Suco20141033,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_588,668.5,10.5,219.1,2425.8,316.1,,,,,,,,,,N15/505;Area_4;No.103
Suco20141034,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_589,721.5,7.5,232.3,2566.7,330.7,,,,,,,,,,N15/505;Area_4;No.115
Suco20141035,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_590,126.4,35.2,39.6,153.0,10.8,,,,,,,,,,N15/505;Area_4;No.107
Suco20141036,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_591,666.4,8.9,213.4,2402.0,319.3,,,,,,,,,,N15/505;Area_4;No.108
Suco20141037,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_592,670.9,7.9,213.4,2389.3,319.2,,,,,,,,,,N15/505;Area_4;No.20
Suco20141038,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_593,147.3,40.9,34.8,165.6,12.6,,,,,,,,,,N15/505;Area_4;No.5
Suco20141039,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_594,635.7,10.8,215.0,2342.3,311.9,,,,,,,,,,N15/505;Area_4;No.24
Suco20141040,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_595,726.5,7.5,223.8,2438.0,322.3,,,,,,,,,,N15/505;Area_4;No.27_B
Suco20141041,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_596,677.8,7.1,217.2,2347.0,300.8,,,,,,,,,,N15/505;Area_4;No.27_C
Suco20141042,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_597,716.5,9.6,230.7,2422.1,311.6,,,,,,,,,,N15/505;Area_4;No.27_A
Suco20141043,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_598,735.7,9.4,215.4,2465.5,327.6,,,,,,,,,,N15/505;Area_4;No.22
Suco20141044,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_599,668.9,12.0,212.2,2383.7,319.1,,,,,,,,,,N15/505;Area_4;No.67
Suco20141045,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_600,645.6,8.4,207.8,2374.0,317.5,,,,,,,,,,N15/505;Area_4;No.65
Suco20141046,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_601,638.6,9.2,199.4,2261.8,308.9,,,,,,,,,,N15/505;Area_4;No.50_B
Suco20141047,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_602,680.5,6.1,218.7,2454.6,324.5,,,,,,,,,,N15/505;Area_4;No.51
Suco20141048,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_603,157.2,37.2,37.7,166.9,12.0,,,,,,,,,,N15/505;Area_4;No.53_B
Suco20141049,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_604,669.5,8.2,225.6,2412.0,320.1,,,,,,,,,,N15/505;Area_4;No.53_A
Suco20141050,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_605,611.0,4.3,204.3,2229.5,290.2,,,,,,,,,,N15/505;Area_4;No.52
Suco20141051,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_606,671.7,5.7,219.1,2329.4,312.7,,,,,,,,,,N15/505;Area_4;No.63_A
Suco20141052,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_607,773.7,9.5,235.6,2513.9,326.4,,,,,,,,,,N15/505;Area_4;No.56
Suco20141053,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_608,709.1,8.3,226.8,2448.1,301.3,,,,,,,,,,N15/505;Area_4;No.53_A
Suco20141054,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_609,156.5,42.7,40.0,163.5,17.0,,,,,,,,,,N15/505;Area_4;No.53_D
Suco20141055,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_610,137.6,37.5,34.9,156.3,10.3,,,,,,,,,,N15/505;Area_4;No.53_C
Suco20141056,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_611,623.3,10.0,180.2,1968.5,235.6,,,,,,,,,,N15/505;Area_4;No.63_B
Suco20141057,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_612,641.6,9.6,195.5,2176.0,289.2,,,,,,,,,,N15/505;Area_4;No.134
Suco20141058,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_613,676.4,7.9,206.2,2411.1,320.6,,,,,,,,,,N15/505;Area_4;No.140_B
Suco20141059,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_614,655.7,8.8,207.0,2376.4,319.4,,,,,,,,,,N15/505;Area_4;No.140_A
Suco20141060,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_615,700.3,8.8,227.4,2539.9,343.9,,,,,,,,,,N15/505;Area_4;No.122
Suco20141061,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_616,632.5,5.7,210.2,2343.7,312.3,,,,,,,,,,N15/505;Area_4;No.121_A
Suco20141062,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_617,693.4,8.4,204.1,2361.0,328.3,,,,,,,,,,N15/505;Area_4;No.121_B
Suco20141063,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_618,680.3,7.9,200.6,2300.9,304.4,,,,,,,,,,N15/505;Area_4;No.120
Suco20141064,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_619,143.7,42.3,35.5,161.2,11.9,,,,,,,,,,N15/505;Area_4;No.37
